CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
RjMa-93137,Female,0,No,Yes,27,No,DSL,Month-to-month,42.04,1153.36,Yes
Riju-27598,Female,1,No,Yes,14,No,DSL,Month-to-month,59.29,841.09,Yes
wekt-53684,Female,0,No,Yes,18,No,No,Two year,24.15,455.98,No
CEZH-99773,Male,0,No,No,52,Yes,DSL,Two year,53.82,2794.12,No
WMOh-61958,Female,0,No,No,23,Yes,DSL,One year,63.32,1449.72,No
fFQi-40629,Female,0,Yes,No,1,No,No,Month-to-month,24.68,24.68,Yes
VTul-82731,Female,1,No,Yes,44,No,No,Month-to-month,22.31,962.45,Yes
UVpo-15091,Male,1,Yes,Yes,8,Yes,No,Two year,27.95,178.09,No
aKhC-52662,Female,0,Yes,No,7,Yes,No,One year,26.36,233.02,Yes
mahi-34317,Male,0,No,Yes,62,No,DSL,Two year,68.04,4231.66,No
lZeT-49458,Male,0,No,Yes,21,No,No,One year,22.67,499.03,No
feQM-28927,Male,1,No,Yes,24,Yes,Fiber optic,One year,101.71,2485.27,Yes
Iflj-58491,Female,1,No,Yes,71,Yes,Fiber optic,One year,100.55,7165.82,No
CvCU-03170,Male,1,No,No,40,Yes,Fiber optic,Two year,112.61,4486.14,Yes
IBjL-17413,Female,0,No,No,23,No,DSL,Two year,66.33,1523.14,Yes
IflY-84917,Male,0,No,Yes,43,No,DSL,One year,61.69,2634.96,No
spdy-40284,Female,1,No,Yes,49,No,DSL,Two year,57.81,2850.2,No
jhNN-68758,Female,0,Yes,Yes,57,Yes,No,One year,23.94,1338.17,No
EYnO-06761,Male,1,Yes,Yes,42,No,DSL,One year,43.49,1791.62,Yes
ixQg-04551,Female,1,Yes,Yes,22,No,Fiber optic,Month-to-month,70.01,1504.79,Yes
zAAr-62666,Female,1,Yes,Yes,32,No,DSL,One year,48.62,1566.24,No
HRdr-41793,Female,0,Yes,No,57,Yes,Fiber optic,One year,72.25,4099.59,No
olwJ-57267,Female,1,No,No,60,Yes,Fiber optic,Two year,80.15,4857.51,No
fJFi-09221,Male,1,Yes,Yes,34,Yes,DSL,Two year,69.61,2351.88,No
HENP-64361,Male,1,No,Yes,56,Yes,Fiber optic,One year,85.39,4769.63,No
FZHc-36168,Male,1,Yes,Yes,40,Yes,DSL,Two year,61.81,2493.41,No
jdwn-87720,Male,0,Yes,No,13,Yes,DSL,One year,74.79,1001.14,No
XPAk-33464,Male,0,Yes,Yes,26,Yes,DSL,One year,49.55,1278.14,No
SlPf-42096,Male,0,Yes,No,4,No,No,Month-to-month,21.54,119.8,Yes
KKbn-78855,Male,1,No,Yes,44,No,DSL,One year,65.81,2940.1,No
szLa-81932,Male,1,Yes,No,45,Yes,DSL,Two year,63.51,2831.12,Yes
lGCh-14054,Female,0,No,No,43,Yes,No,Two year,27.04,1191.76,No
wpWt-92544,Male,0,Yes,Yes,12,No,DSL,Two year,57.52,722.3,Yes
WIBv-22450,Female,0,Yes,Yes,44,No,DSL,Month-to-month,60.85,2691.99,Yes
FoJi-46106,Female,0,No,No,62,No,No,Month-to-month,24.48,1547.28,No
IVIJ-75839,Male,0,No,Yes,49,No,No,Two year,19.22,950.29,No
oNeK-32088,Female,0,Yes,No,12,No,DSL,One year,54.29,662.65,Yes
UYgp-33443,Female,0,No,Yes,7,No,Fiber optic,Month-to-month,102.91,733.15,No
QMHL-20687,Male,0,No,No,10,No,DSL,Month-to-month,55.18,548.35,Yes
YWVZ-90319,Female,0,No,Yes,58,Yes,Fiber optic,Two year,105.84,6172.99,No
OlKU-82468,Male,0,No,Yes,20,Yes,Fiber optic,One year,84.15,1651.38,No
MVWI-01829,Female,0,No,Yes,6,No,No,Two year,22.48,91.08,No
Rrcm-48417,Male,1,Yes,No,23,No,Fiber optic,One year,81.47,1856.74,Yes
AdKc-13007,Male,0,Yes,No,55,No,Fiber optic,Two year,97.26,5340.27,Yes
crNp-10143,Female,1,Yes,Yes,64,Yes,No,One year,21.5,1393.57,No
bPEb-73884,Male,1,No,Yes,25,No,No,Two year,24.52,651.34,Yes
Uaqm-01363,Male,0,Yes,Yes,39,Yes,No,Two year,29.2,1146.82,No
JkWw-78051,Female,1,Yes,No,20,Yes,Fiber optic,One year,101.9,2002.85,Yes
tDeB-43674,Male,1,Yes,Yes,40,Yes,DSL,One year,63.42,2516.95,No
jNXJ-90518,Female,0,No,No,13,No,No,One year,22.85,317.07,No
yfyz-39185,Female,0,Yes,Yes,15,No,No,Month-to-month,19.61,297.85,No
SwZy-30581,Female,1,Yes,No,65,Yes,DSL,Two year,70.41,4603.4,No
rYZG-06893,Female,0,No,No,59,No,Fiber optic,One year,105.88,6256.08,No
Doly-02318,Male,0,Yes,No,22,Yes,Fiber optic,One year,82.62,1768.04,No
YteD-20861,Female,1,No,No,49,No,Fiber optic,Two year,89.05,4339.43,No
CZFW-45404,Female,0,Yes,No,60,Yes,Fiber optic,One year,84.21,5012.93,No
ncDQ-05244,Male,1,No,No,42,No,DSL,One year,41.96,1772.6,Yes
MjNB-90089,Male,0,Yes,No,22,Yes,Fiber optic,Month-to-month,84.0,1859.36,Yes
FqoG-10053,Female,1,Yes,Yes,27,Yes,Fiber optic,Month-to-month,112.31,3065.62,Yes
ykGO-81243,Male,0,Yes,No,3,No,Fiber optic,Two year,96.26,311.06,Yes
hjkn-48026,Male,0,Yes,Yes,33,No,No,One year,22.15,715.48,No
FEEQ-31669,Male,0,No,No,16,No,No,Two year,20.84,284.31,No
acmv-23695,Female,0,Yes,No,63,No,DSL,Two year,54.21,3406.88,No
zwBH-35166,Female,0,Yes,Yes,3,Yes,DSL,Month-to-month,69.44,187.98,Yes
HRLe-99309,Female,0,Yes,No,72,Yes,No,Two year,28.28,1991.16,No
tfLk-71146,Male,1,Yes,Yes,28,Yes,DSL,Two year,65.28,1808.24,Yes
HDRn-49448,Male,0,Yes,No,48,No,DSL,One year,55.21,2698.59,No
JNph-72249,Female,1,Yes,No,43,No,DSL,Month-to-month,66.83,2918.47,Yes
ptBu-26343,Female,1,Yes,No,29,Yes,Fiber optic,One year,106.21,3125.89,No
CbOE-26881,Female,1,No,No,67,No,No,Two year,19.38,1260.13,No
WwLV-61852,Male,0,No,Yes,44,Yes,No,Month-to-month,24.73,1121.94,No
wUNh-20706,Female,0,No,No,9,No,Fiber optic,Two year,97.96,915.0,Yes
cMHs-11130,Female,1,Yes,Yes,23,No,Fiber optic,One year,85.68,1974.63,No
rnbg-96135,Male,1,No,Yes,57,No,DSL,Month-to-month,53.18,3066.38,No
pSst-47189,Female,0,No,No,62,No,DSL,Two year,61.34,3805.88,No
mdMW-08917,Female,1,Yes,No,31,No,No,One year,23.68,781.04,No
bmfT-66990,Female,1,Yes,No,17,No,DSL,Two year,67.3,1146.86,No
vSnQ-25799,Female,0,No,No,57,No,No,Month-to-month,24.84,1415.96,No
wopf-08659,Male,0,Yes,Yes,39,No,No,Month-to-month,23.28,881.95,No
AwEe-54620,Male,0,Yes,No,16,No,No,One year,23.4,410.58,No
obIJ-07201,Male,0,No,No,39,Yes,No,One year,30.16,1166.24,No
xgtL-15477,Female,1,Yes,Yes,52,No,Fiber optic,Month-to-month,87.2,4486.57,Yes
ODtY-21268,Female,1,No,No,16,No,Fiber optic,Two year,111.22,1744.55,Yes
nWIj-41583,Male,0,Yes,Yes,23,Yes,DSL,Month-to-month,44.99,995.64,Yes
rzsW-03321,Female,1,Yes,No,3,No,DSL,Month-to-month,67.33,181.45,No
ORav-05198,Male,1,No,No,22,No,DSL,Two year,63.19,1429.45,Yes
LDCY-58906,Male,0,Yes,Yes,61,No,No,Two year,23.98,1432.23,No
ksTk-48491,Male,1,Yes,Yes,5,No,Fiber optic,One year,99.65,542.18,No
WRbe-54642,Female,0,Yes,No,34,No,No,Month-to-month,22.66,735.85,Yes
NvnQ-58921,Male,1,No,No,14,Yes,Fiber optic,Two year,117.28,1661.73,Yes
lVaK-64781,Male,1,No,No,20,Yes,DSL,Month-to-month,67.06,1358.08,No
jArU-80939,Male,1,No,Yes,34,Yes,No,One year,25.5,838.91,No
oAKf-15407,Male,1,No,Yes,35,No,Fiber optic,One year,92.36,3200.42,Yes
iwhu-44062,Male,0,Yes,Yes,54,Yes,No,Two year,28.83,1605.78,No
nakm-93388,Female,1,Yes,No,21,Yes,DSL,Two year,54.67,1149.63,No
hJua-46115,Male,0,No,No,16,No,DSL,Two year,43.85,728.49,No
SLsR-90659,Male,1,No,No,31,No,Fiber optic,Month-to-month,89.09,2763.42,Yes
JBiO-33817,Male,0,Yes,No,26,Yes,No,One year,24.94,639.65,No
TZzA-47562,Male,1,Yes,Yes,31,No,DSL,Month-to-month,65.46,1990.98,Yes
wILO-03775,Male,0,Yes,Yes,39,Yes,DSL,Month-to-month,42.46,1691.32,Yes
iMen-52174,Male,1,Yes,No,23,Yes,Fiber optic,Month-to-month,80.59,1902.41,Yes
lNwE-53263,Male,0,No,Yes,49,No,DSL,One year,58.83,2889.98,No
MBLj-74538,Male,0,No,No,60,No,Fiber optic,Two year,111.28,6645.48,No
lfvk-67692,Male,0,Yes,Yes,2,No,Fiber optic,Month-to-month,105.74,162.64,Yes
sdEw-25493,Female,0,Yes,Yes,4,No,DSL,One year,55.63,184.87,No
EPoM-47049,Female,1,No,Yes,3,Yes,DSL,Two year,59.17,179.42,No
EUzD-55370,Female,0,No,Yes,60,No,Fiber optic,Two year,86.06,5148.53,No
bYHG-82350,Female,0,Yes,No,68,Yes,Fiber optic,One year,115.37,7862.99,No
xjDb-86217,Male,1,Yes,No,33,Yes,No,One year,31.79,1028.85,No
FaZC-60605,Male,0,No,Yes,20,Yes,No,Month-to-month,31.71,594.27,No
qQxG-39631,Male,0,No,Yes,55,Yes,DSL,One year,51.98,2906.27,Yes
bLSe-02568,Female,1,No,Yes,12,Yes,Fiber optic,One year,79.63,915.69,Yes
adTS-88158,Male,0,No,Yes,49,Yes,DSL,Two year,68.9,3372.31,No
lVns-03818,Female,1,Yes,Yes,10,No,Fiber optic,Two year,78.16,808.27,Yes
gbKT-70438,Female,0,No,No,31,Yes,No,One year,27.66,865.59,No
oPTq-65825,Female,1,Yes,Yes,10,Yes,Fiber optic,Two year,88.76,915.86,Yes
AMRB-64648,Male,1,Yes,Yes,61,Yes,No,Two year,20.22,1196.07,No
JyDg-98499,Female,1,No,No,51,No,DSL,Two year,48.29,2493.48,No
UrZT-99357,Female,1,No,No,10,Yes,No,One year,31.99,344.98,Yes
MWgM-77416,Female,0,Yes,No,37,No,Fiber optic,Two year,70.63,2644.62,Yes
nvlx-92107,Male,0,No,Yes,34,Yes,DSL,One year,62.97,2122.81,Yes
UBQc-90178,Female,0,Yes,Yes,44,Yes,No,One year,23.1,1052.67,No
IrxG-68149,Male,1,Yes,Yes,5,No,DSL,One year,63.08,360.13,No
Oyka-18287,Male,0,No,Yes,38,Yes,Fiber optic,One year,96.8,3644.82,No
PVEc-15247,Male,1,Yes,Yes,37,Yes,Fiber optic,One year,112.76,4186.12,No
vaIb-01936,Male,0,Yes,No,62,Yes,Fiber optic,Two year,111.34,6861.12,No
KoPe-14319,Female,1,Yes,No,23,Yes,No,Two year,32.89,766.88,No
OygB-82523,Female,0,Yes,Yes,72,No,Fiber optic,Month-to-month,105.72,7641.47,No
xvuc-54008,Female,0,Yes,Yes,6,No,No,Month-to-month,24.36,130.14,Yes
naqw-26024,Male,0,Yes,No,31,No,Fiber optic,Two year,94.91,2940.41,No
jTqi-21178,Male,0,No,Yes,6,No,DSL,One year,48.36,283.13,No
DDoi-13292,Male,1,No,No,51,No,DSL,One year,57.08,2923.64,No
hmWV-94843,Female,1,Yes,No,15,Yes,DSL,Month-to-month,58.77,905.83,Yes
kTRA-30185,Female,0,No,Yes,30,No,DSL,One year,46.8,1356.5,Yes
ESvR-46066,Male,1,Yes,Yes,25,Yes,Fiber optic,One year,107.51,2729.53,No
BQYk-57210,Female,0,Yes,No,60,Yes,Fiber optic,One year,86.02,5185.02,Yes
stBp-32264,Female,0,No,No,57,Yes,No,Month-to-month,29.78,1667.77,No
eRFC-95949,Female,0,Yes,Yes,32,Yes,DSL,Month-to-month,67.01,2193.89,No
OKCR-56618,Male,1,No,Yes,65,No,Fiber optic,One year,77.85,5020.67,No
SPcY-83036,Male,0,Yes,No,16,Yes,Fiber optic,One year,89.51,1414.66,No
phLF-06884,Male,0,Yes,Yes,37,No,DSL,Month-to-month,50.45,1915.05,Yes
GXRo-35519,Female,1,No,Yes,15,No,Fiber optic,Month-to-month,82.05,1201.78,Yes
hVOX-74610,Female,1,No,Yes,63,Yes,DSL,Two year,54.08,3440.83,No
hLYW-89639,Male,1,Yes,No,39,No,No,Two year,23.72,882.25,Yes
lMKD-23225,Female,1,Yes,No,40,No,No,One year,22.91,949.07,No
HdHj-84108,Male,0,Yes,Yes,6,No,No,Two year,22.55,127.96,Yes
WOOf-14898,Male,0,No,Yes,61,No,Fiber optic,Two year,112.52,6881.91,No
Rzwq-06630,Female,1,Yes,No,14,Yes,No,Two year,32.46,417.01,No
TXNn-55531,Female,1,No,No,35,No,DSL,Month-to-month,52.96,1819.95,No
OWIH-94226,Male,0,Yes,No,36,No,DSL,Month-to-month,69.65,2546.11,No
YWSK-01709,Male,1,Yes,No,66,Yes,DSL,One year,77.07,5050.92,No
SNNN-87982,Male,1,No,Yes,22,No,No,Two year,19.47,422.27,Yes
PIjW-58923,Female,0,Yes,No,9,No,Fiber optic,Month-to-month,105.69,952.87,No
eHmP-21320,Male,1,Yes,No,4,No,Fiber optic,One year,74.14,302.65,Yes
mdvg-70122,Male,0,No,Yes,24,No,Fiber optic,Two year,88.17,2081.61,Yes
CGYi-19578,Female,0,No,No,48,Yes,Fiber optic,Month-to-month,89.53,4331.83,Yes
MRrS-66650,Male,1,No,Yes,39,No,Fiber optic,Two year,83.73,3235.08,Yes
MhXr-20821,Female,0,No,Yes,61,No,No,Two year,22.44,1391.11,No
vkce-96859,Female,0,Yes,Yes,53,No,No,Month-to-month,22.69,1213.44,No
rynn-19610,Female,1,Yes,Yes,15,Yes,No,Month-to-month,29.74,494.79,Yes
qeaB-22791,Female,1,Yes,No,40,No,No,Two year,19.09,802.29,No
tVAU-57391,Male,0,Yes,Yes,35,No,DSL,Two year,52.59,1885.51,Yes
FQFm-10166,Female,0,No,No,68,Yes,Fiber optic,One year,80.69,5452.52,No
HcZa-87984,Female,0,Yes,Yes,39,Yes,No,Month-to-month,30.57,1173.48,No
Khyh-34146,Male,1,Yes,Yes,14,Yes,No,Month-to-month,29.55,416.96,No
AxcK-59804,Male,1,No,Yes,12,Yes,No,One year,31.03,392.87,Yes
RnyV-81463,Female,1,No,No,18,Yes,No,Month-to-month,27.23,496.29,No
rMGc-62084,Female,0,Yes,Yes,29,No,DSL,Month-to-month,53.5,1538.72,No
CVXn-86474,Female,1,No,Yes,66,Yes,DSL,Two year,59.85,3963.08,No
qHSo-53181,Male,0,Yes,No,59,No,No,Two year,19.82,1186.75,No
xhIc-97801,Female,0,No,Yes,50,No,DSL,One year,46.06,2307.08,No
bffA-41951,Female,1,Yes,Yes,10,Yes,DSL,Month-to-month,67.32,633.59,Yes
FWFg-42469,Male,0,Yes,No,35,Yes,DSL,Month-to-month,63.72,2194.92,Yes
maTs-48851,Male,0,Yes,Yes,65,No,DSL,Two year,43.25,2766.85,No
efsj-30674,Female,0,Yes,No,55,Yes,Fiber optic,Two year,103.37,5667.63,No
svCG-97784,Female,0,No,Yes,36,No,No,Two year,21.14,722.24,No
rDlf-17047,Male,1,No,Yes,70,No,Fiber optic,One year,111.25,7761.43,Yes
lsiA-61205,Male,0,No,Yes,2,No,No,Two year,19.56,23.07,Yes
fAsr-63838,Female,0,No,Yes,52,No,DSL,Month-to-month,66.54,3432.87,No
ebmn-94246,Male,0,No,No,28,Yes,No,Month-to-month,22.31,596.56,No
KHpk-43603,Male,0,Yes,Yes,31,No,DSL,One year,68.6,2121.2,No
iLRc-12983,Male,0,Yes,No,14,Yes,No,Two year,30.88,433.96,No
lryA-69301,Male,0,No,No,66,Yes,No,One year,27.76,1819.71,No
HzsT-47343,Female,1,Yes,No,66,No,Fiber optic,Two year,114.24,7531.23,No
gsnC-55108,Male,0,Yes,Yes,41,Yes,No,Month-to-month,25.59,1068.31,No
nRXu-44038,Male,1,Yes,No,37,Yes,Fiber optic,Month-to-month,79.91,2981.0,No
gGcc-33310,Male,1,No,No,50,No,DSL,Month-to-month,44.52,2199.7,Yes
XSkV-91136,Female,0,Yes,Yes,47,Yes,No,Month-to-month,31.04,1441.79,No
dGbK-05785,Male,1,Yes,No,34,No,DSL,One year,52.17,1732.23,No
GXtk-18695,Male,1,Yes,Yes,29,No,No,One year,19.96,547.67,No
TUnh-71605,Female,1,Yes,Yes,53,Yes,DSL,Two year,63.27,3340.78,No
UfcA-22483,Male,1,Yes,No,59,Yes,No,Two year,26.96,1603.35,Yes
lRxQ-65451,Male,1,No,No,68,No,DSL,Two year,53.08,3596.35,No
iweC-53396,Male,0,Yes,Yes,69,Yes,Fiber optic,Month-to-month,87.8,6061.98,No
QiwH-28499,Female,0,No,No,27,No,Fiber optic,One year,76.4,2078.54,No
ArJN-68866,Female,0,Yes,No,37,Yes,No,Two year,24.75,872.09,Yes
kGGO-68817,Female,0,No,No,67,Yes,Fiber optic,One year,86.57,5796.44,No
dxeg-66684,Female,0,Yes,Yes,50,Yes,Fiber optic,One year,114.92,5749.68,No
gxAt-41661,Female,0,No,No,58,Yes,No,One year,24.03,1364.38,No
ekvo-24913,Male,1,Yes,Yes,39,No,No,One year,19.56,780.42,No
vbTp-39655,Male,0,Yes,Yes,70,Yes,DSL,One year,61.56,4356.76,Yes
VGne-47414,Female,1,Yes,Yes,23,Yes,Fiber optic,Month-to-month,82.81,1951.03,No
nsVg-14086,Female,0,No,No,29,Yes,Fiber optic,Two year,84.81,2489.0,No
egmY-64536,Female,0,Yes,No,37,No,DSL,Two year,53.24,1956.44,No
pdIx-85426,Male,0,Yes,Yes,36,Yes,DSL,Two year,64.13,2336.66,No
tPrS-29741,Female,0,Yes,No,23,No,Fiber optic,One year,91.82,2116.89,Yes
Yqnd-41841,Female,0,Yes,Yes,26,No,No,Month-to-month,19.71,507.48,Yes
UoYt-04900,Female,0,Yes,No,4,No,Fiber optic,One year,97.02,406.56,No
oLNC-27630,Male,0,Yes,No,32,No,Fiber optic,Month-to-month,104.2,3375.76,Yes
GwYB-96848,Male,0,No,No,24,Yes,DSL,Two year,55.75,1302.65,No
OEHx-93301,Female,1,No,No,14,No,No,Month-to-month,21.17,289.2,Yes
ORxG-89909,Male,1,Yes,No,57,No,DSL,One year,42.69,2481.59,No
JPag-32548,Male,0,Yes,Yes,57,No,No,Two year,20.1,1122.88,No
MHKP-55466,Male,0,Yes,No,47,Yes,DSL,One year,50.05,2374.24,No
ePKm-30099,Female,1,No,No,10,No,No,One year,21.17,247.65,No
KiNT-83950,Male,0,Yes,No,40,No,DSL,Two year,61.89,2455.23,Yes
IJyG-23947,Male,0,No,Yes,39,No,Fiber optic,One year,91.48,3521.96,Yes
eHJf-60745,Female,1,Yes,No,29,No,Fiber optic,Month-to-month,100.94,2885.44,No
ttBQ-35096,Male,0,Yes,No,39,Yes,Fiber optic,One year,112.03,4404.61,Yes
NQOB-40399,Male,1,No,No,37,Yes,DSL,Month-to-month,75.88,2763.81,No
oApJ-92773,Male,0,No,No,51,Yes,No,One year,25.04,1310.71,No
XuyE-73211,Male,1,Yes,Yes,1,No,Fiber optic,Two year,99.87,124.54,Yes
jGRV-35910,Male,0,No,No,34,Yes,No,Two year,23.72,855.66,No
tUxk-23821,Female,1,Yes,Yes,43,Yes,Fiber optic,Month-to-month,113.63,4908.82,No
XtzO-99011,Female,1,No,Yes,71,Yes,DSL,Month-to-month,65.66,4682.28,Yes
PQsY-38710,Female,0,Yes,No,56,Yes,DSL,One year,62.43,3508.78,No
uXIN-60276,Male,1,Yes,Yes,13,No,Fiber optic,Month-to-month,94.59,1196.49,Yes
ZNYe-54312,Male,1,Yes,No,71,Yes,No,Two year,27.38,1916.67,No
kxBI-51739,Female,0,No,Yes,66,No,DSL,Month-to-month,45.91,2988.76,No
HGwS-74292,Female,1,Yes,Yes,26,Yes,DSL,One year,50.61,1290.9,Yes
xkDH-18225,Male,0,Yes,No,39,Yes,DSL,One year,69.5,2731.22,No
TAen-57967,Female,1,Yes,Yes,7,Yes,Fiber optic,Month-to-month,89.99,630.28,Yes
FHew-92808,Male,0,No,Yes,5,No,Fiber optic,Two year,91.97,501.65,Yes
PjNV-79874,Male,0,No,Yes,60,Yes,No,One year,20.79,1284.92,No
cooP-03740,Female,0,Yes,No,14,No,Fiber optic,Month-to-month,78.5,1111.74,No
ubLq-05033,Female,1,Yes,No,36,No,No,Two year,22.77,787.23,No
DXpl-68908,Female,1,Yes,Yes,21,Yes,Fiber optic,One year,110.25,2340.44,No
PYtj-04902,Male,1,Yes,No,42,No,No,One year,19.85,798.34,No
zWKb-16051,Male,1,Yes,No,43,No,Fiber optic,Month-to-month,77.82,3387.5,No
bTNJ-49327,Female,1,No,No,55,Yes,Fiber optic,One year,115.06,6329.52,Yes
dRdh-16886,Female,1,No,No,35,Yes,DSL,Month-to-month,66.05,2333.16,Yes
eXis-82490,Female,0,Yes,No,24,Yes,No,One year,27.15,696.03,Yes
RVOr-98429,Male,0,No,No,42,Yes,No,One year,25.39,1083.43,No
yqxI-47037,Female,1,No,No,50,No,No,Two year,22.33,1162.59,Yes
CIkn-63466,Male,1,Yes,Yes,42,No,No,One year,22.94,943.44,No
SSsu-82218,Female,0,Yes,Yes,36,Yes,DSL,One year,52.03,1870.9,No
IOXP-92479,Male,0,Yes,No,59,Yes,DSL,Two year,69.76,4142.76,No
jJCV-29237,Male,1,Yes,No,53,No,DSL,Two year,59.98,3136.07,No
ZZLZ-62980,Female,0,No,Yes,34,Yes,Fiber optic,Two year,92.38,3128.88,Yes
quBw-38167,Female,1,No,No,37,No,No,Month-to-month,24.06,853.35,No
Rhct-16553,Male,0,Yes,Yes,44,Yes,Fiber optic,Month-to-month,107.31,4725.16,No
uteq-24649,Male,1,No,Yes,6,Yes,DSL,Month-to-month,56.74,386.55,No
prtI-15282,Male,1,No,No,45,No,DSL,One year,64.91,2930.91,No
wIrb-85627,Male,0,Yes,Yes,14,Yes,Fiber optic,Two year,81.35,1113.3,No
ATqs-81734,Female,1,No,Yes,7,Yes,No,One year,29.51,232.47,No
EAUa-48910,Male,0,Yes,Yes,63,No,No,One year,20.74,1303.56,No
EwKU-15823,Female,1,Yes,No,28,No,No,Two year,20.8,536.01,No
YBrb-68669,Male,1,Yes,No,30,Yes,DSL,One year,48.78,1503.34,No
MOAv-73844,Female,1,Yes,No,16,Yes,Fiber optic,Month-to-month,95.92,1505.73,Yes
DYuh-81420,Female,0,No,Yes,7,No,DSL,One year,62.27,478.95,No
JQQS-67539,Male,1,Yes,Yes,45,Yes,No,Month-to-month,27.2,1217.1,No
mJFA-70182,Male,1,Yes,Yes,56,Yes,DSL,Month-to-month,63.38,3522.96,Yes
isCd-80041,Male,1,No,Yes,66,No,No,Two year,20.22,1313.43,No
tnDe-17223,Female,1,No,No,20,No,Fiber optic,Two year,99.17,1956.31,No
LUDx-32204,Male,0,Yes,Yes,59,Yes,No,Two year,30.68,1796.7,No
AVuO-85529,Female,1,Yes,No,62,No,Fiber optic,One year,98.71,6087.7,No
yCuM-71508,Male,0,No,No,21,Yes,No,Month-to-month,25.48,556.48,No
HJlv-38388,Female,0,No,Yes,32,No,DSL,Month-to-month,66.21,2147.86,No
bVUh-18106,Male,1,No,No,62,No,No,Two year,22.09,1373.56,No
bHcz-57735,Female,1,No,Yes,72,Yes,DSL,Month-to-month,53.61,3837.84,Yes
jtui-60826,Male,0,Yes,Yes,59,Yes,No,One year,30.51,1847.2,No
purf-71651,Female,1,Yes,No,31,Yes,Fiber optic,One year,92.78,2898.98,Yes
ndou-66238,Female,0,Yes,No,20,No,DSL,One year,41.84,849.89,No
GXZk-18781,Male,0,Yes,Yes,19,No,Fiber optic,Two year,70.78,1306.59,Yes
FJrg-15203,Female,0,Yes,No,27,Yes,Fiber optic,Two year,91.01,2466.83,No
KGFA-60852,Female,1,No,No,9,Yes,Fiber optic,One year,111.02,1022.75,No
eGnv-93047,Female,0,No,Yes,51,Yes,DSL,One year,44.61,2228.0,No
WlLm-03349,Female,1,Yes,No,6,Yes,DSL,Two year,67.74,409.88,No
fHUa-97176,Female,0,No,Yes,22,Yes,No,Month-to-month,20.72,434.27,No
IbHB-36815,Female,1,No,Yes,50,Yes,DSL,Two year,59.76,2985.09,No
luuU-60218,Female,1,No,Yes,3,Yes,Fiber optic,Two year,90.67,316.51,No
YHEA-56680,Female,1,Yes,No,32,No,No,Two year,24.02,743.12,Yes
RKDn-60429,Male,0,No,No,20,Yes,DSL,Month-to-month,63.34,1303.97,Yes
WDgB-08608,Female,1,No,Yes,1,No,DSL,One year,55.78,55.78,No
AUMq-14084,Female,1,No,Yes,55,Yes,No,One year,24.11,1292.85,No
MSuK-04565,Male,0,No,Yes,53,No,DSL,Two year,46.28,2491.21,No
XiAg-61413,Female,0,Yes,No,41,Yes,DSL,One year,61.11,2545.56,No
YobA-25080,Male,0,Yes,Yes,39,No,Fiber optic,Two year,86.28,3362.4,Yes
eilR-21568,Female,0,No,Yes,23,No,DSL,Two year,67.86,1551.61,No
VwwN-03325,Female,1,No,No,38,No,Fiber optic,Month-to-month,84.92,3268.83,Yes
jKOl-20836,Male,0,Yes,No,46,No,No,One year,23.67,1049.99,Yes
WXPt-87707,Male,0,No,No,22,Yes,Fiber optic,One year,98.58,2159.16,No
SIkB-64564,Male,0,Yes,Yes,50,No,Fiber optic,Month-to-month,97.77,4920.74,Yes
iTbq-00296,Female,0,Yes,Yes,22,No,Fiber optic,Month-to-month,101.29,2206.4,No
rfZQ-29630,Male,1,Yes,No,52,Yes,No,Month-to-month,28.92,1539.79,Yes
zhUO-47000,Female,1,No,Yes,46,No,Fiber optic,One year,71.44,3244.75,Yes
LEve-24065,Female,1,Yes,Yes,48,Yes,No,One year,31.68,1486.02,Yes
Mtbh-77579,Male,0,No,Yes,2,Yes,DSL,One year,68.94,180.49,Yes
hlOG-52922,Female,1,Yes,No,28,No,DSL,One year,54.29,1488.46,No
AziO-22951,Male,1,Yes,Yes,30,No,No,One year,22.32,688.06,No
EvvF-57977,Female,1,No,No,30,Yes,DSL,Two year,50.37,1557.44,Yes
GFEV-42136,Female,0,No,No,35,No,DSL,Two year,69.41,2437.9,No
KlUD-91443,Female,0,Yes,No,37,Yes,Fiber optic,Two year,115.87,4311.08,Yes
NQYb-44335,Male,1,No,No,26,Yes,No,One year,28.0,754.68,No
HdVX-12962,Male,1,Yes,No,33,No,DSL,One year,66.92,2244.35,No
gUqJ-20694,Male,0,No,No,64,Yes,Fiber optic,One year,110.65,7121.67,No
ljsG-06967,Male,1,Yes,No,19,No,Fiber optic,Two year,104.54,2014.4,No
tFTk-62258,Female,1,Yes,No,32,Yes,Fiber optic,Two year,96.73,3118.36,Yes
UgsG-80865,Male,1,Yes,Yes,10,No,Fiber optic,Month-to-month,97.41,1020.6,Yes
YxfH-27094,Male,1,No,Yes,51,Yes,No,Month-to-month,30.44,1577.11,No
yYjv-59441,Female,0,Yes,No,19,No,No,One year,20.65,388.43,No
uTqC-99865,Male,0,No,No,60,No,DSL,One year,66.28,3978.09,No
bGMY-69400,Male,0,No,No,19,No,No,One year,20.31,389.35,Yes
zqbl-63111,Female,0,Yes,Yes,47,No,Fiber optic,Two year,113.39,5338.28,Yes
SiVS-14624,Female,1,Yes,No,68,Yes,No,Month-to-month,27.42,1857.31,No
